,Date,Part Name,laddle,% C,% Si,% Mn,% P,% S,% Cu,% Cr,% Ni,% Mo,% Sn,% Mg,% Ti,% Al,% B,% V,% Sb,% Nb,% Ce,%Fe,%CE,% Active clay,% Dead clay,% Total clay,% Ignition loss,% Volatile matters,AFS No.,% CARBON,Volume,Rejet CA,%Rejet CA
227,3C11,C/C RT155,5,3.42,2.49,0.457,0.0228,0.0109,0.0821,0.0316,0.0146,0.0073,0.0913,0.002,0.0112,0.0023,0.0012,0.0047,0.0025,0.0071,0.0,93.322,4.17,7.69,3.249999523162842,10.94,3.75,2.48,58.731,2.29,120.0,3.0,2.5
228,3C11,C/C RT155,6,3.45,2.45,0.459,0.0236,0.0117,0.0832,0.0315,0.0146,0.0072,0.092,0.002,0.0112,0.0024,0.0012,0.0047,0.0024,0.0068,0.0,93.273,4.2,7.69,3.249999523162842,10.94,3.75,2.48,58.731,2.29,120.0,3.0,2.5
229,3C14,C/C RT155,1,3.38,2.5,0.423,0.0259,0.0218,0.0677,0.0459,0.0275,0.0187,0.0859,0.002,0.017,0.0019,0.0015,0.0044,0.0029,0.0076,0.0,93.342,4.13,6.92,3.439999580383301,10.36,3.89,2.35,58.562,2.42,60.0,3.0,5.0
230,3C14,C/C RT155,2,3.32,2.46,0.423,0.0253,0.0222,0.0687,0.0459,0.0277,0.0185,0.0848,0.002,0.0169,0.0021,0.0015,0.0044,0.003,0.007,0.0,93.443,4.06,6.92,3.439999580383301,10.36,3.89,2.35,58.562,2.42,60.0,3.0,5.0
231,3C14,C/C RT155,3,3.35,2.5,0.424,0.0253,0.0222,0.0685,0.0462,0.0275,0.0189,0.0875,0.002,0.0173,0.0023,0.0015,0.0045,0.0031,0.008,0.0,93.372,4.1,6.92,3.439999580383301,10.36,3.89,2.35,58.562,2.42,60.0,3.0,5.0
232,3C15,C/C RT155,1,3.38,2.44,0.427,0.0202,0.0237,0.1295,0.0425,0.021,0.0096,0.0873,0.002,0.0126,0.0029,0.0018,0.0035,0.0048,0.0077,0.0,93.333,4.12,7.11,3.4900002479553223,10.6,4.04,2.2,58.562,2.48,60.0,2.0,3.333333333
233,3C15,C/C RT155,2,3.32,2.45,0.425,0.0195,0.0241,0.1305,0.0421,0.0209,0.0098,0.0853,0.002,0.0123,0.0024,0.0018,0.0033,0.0046,0.0065,0.0,93.404,4.06,7.11,3.4900002479553223,10.6,4.04,2.2,58.562,2.48,60.0,2.0,3.333333333
234,3C15,C/C RT155,3,3.37,2.45,0.422,0.0204,0.0233,0.1303,0.0421,0.0209,0.0095,0.0863,0.002,0.0124,0.0026,0.0018,0.0033,0.005,0.0065,0.0,93.366,4.1,7.11,3.4900002479553223,10.6,4.04,2.2,58.562,2.48,60.0,2.0,3.333333333
235,3C16,C/C RT155,1,3.31,2.48,0.442,0.025,0.0217,0.0984,0.0648,0.0342,0.0237,0.0829,0.002,0.015,0.0022,0.0015,0.0036,0.0032,0.0071,0.0,93.334,4.06,7.12,4.079999923706055,11.2,3.81,2.39,58.562,2.48,116.0,3.0,2.586206897
236,3C16,C/C RT155,2,3.3,2.46,0.432,0.0233,0.0207,0.0976,0.0649,0.0337,0.0236,0.0799,0.001,0.0149,0.0025,0.0015,0.0036,0.0025,0.0071,0.0,93.516,3.92,7.12,4.079999923706055,11.2,3.81,2.39,58.562,2.48,116.0,3.0,2.586206897
237,3C16,C/C RT155,3,3.48,2.5,0.448,0.026,0.0196,0.1234,0.0716,0.0377,0.0278,0.0856,0.003,0.0163,0.0034,0.0019,0.0042,0.0046,0.01,0.0,93.021,4.24,7.12,4.079999923706055,11.2,3.81,2.39,58.562,2.48,116.0,3.0,2.586206897
238,3C16,C/C RT155,4,3.39,2.46,0.445,0.0247,0.0213,0.1245,0.0713,0.0379,0.0274,0.0825,0.002,0.016,0.0029,0.0019,0.004,0.0037,0.0094,0.0,93.197,4.13,7.12,4.079999923706055,11.2,3.81,2.39,58.562,2.48,116.0,3.0,2.586206897
239,3C16,C/C RT155,5,3.46,2.41,0.44,0.024,0.0215,0.1227,0.0711,0.0376,0.0272,0.0816,0.002,0.0159,0.0027,0.0018,0.0039,0.0039,0.0092,0.0,93.197,4.18,7.12,4.079999923706055,11.2,3.81,2.39,58.562,2.48,116.0,3.0,2.586206897
240,3C16,C/C RT155,6,3.41,2.43,0.439,0.0249,0.0217,0.1228,0.0709,0.0378,0.0271,0.0818,0.002,0.0157,0.0025,0.0018,0.0038,0.004,0.0086,0.0,93.25,4.14,7.12,4.079999923706055,11.2,3.81,2.39,58.562,2.48,116.0,3.0,2.586206897
244,3C18,C/C RT155,1,3.47,2.49,0.432,0.0196,0.0186,0.117,0.0549,0.0208,0.0113,0.0849,0.003,0.0118,0.0039,0.0019,0.0039,0.0032,0.0092,0.0,93.21,4.22,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
245,3C18,C/C RT155,2,3.47,2.44,0.434,0.0196,0.0195,0.1209,0.0553,0.0213,0.0117,0.086,0.003,0.0117,0.0033,0.002,0.0038,0.0037,0.0081,0.0,93.248,4.21,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
246,3C18,C/C RT155,3,3.37,2.42,0.428,0.019,0.0197,0.1198,0.0546,0.021,0.0112,0.0832,0.002,0.0114,0.003,0.0019,0.0035,0.0027,0.0071,0.0,93.394,4.1,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
247,3C18,C/C RT155,4,3.38,2.43,0.426,0.0204,0.0212,0.1218,0.0544,0.0211,0.0114,0.0842,0.002,0.0132,0.0027,0.0019,0.0035,0.0028,0.0065,0.0,93.379,4.11,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
248,3C18,C/C RT155,5,3.32,2.44,0.43,0.0196,0.0193,0.1223,0.0547,0.0208,0.0111,0.0816,0.002,0.0114,0.0025,0.0019,0.0036,0.0026,0.0071,0.0,93.428,4.05,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
249,3C18,C/C RT155,6,3.41,2.5,0.439,0.0192,0.019,0.1229,0.0558,0.0208,0.0118,0.0838,0.003,0.0121,0.0033,0.002,0.0042,0.0041,0.009,0.0,93.219,4.17,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
295,3C18,C/C RT155,1,3.48,2.46,0.449,0.0284,0.0287,0.0727,0.0553,0.0323,0.0178,0.0879,0.003,0.0152,0.0028,0.0014,0.0034,0.0044,0.0074,0.0158,93.165,4.22,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
296,3C18,C/C RT155,2,3.46,2.44,0.448,0.0271,0.0272,0.0746,0.0553,0.0324,0.0177,0.0881,0.003,0.0151,0.0025,0.0014,0.0034,0.0045,0.0075,0.0147,93.208,4.2,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
297,3C18,C/C RT155,3,3.44,2.44,0.448,0.0278,0.0261,0.0717,0.0552,0.0323,0.0178,0.0874,0.003,0.0149,0.0024,0.0013,0.0034,0.0045,0.0067,0.0127,93.241,4.18,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
298,3C18,C/C RT155,4,3.45,2.46,0.45,0.0277,0.0262,0.0735,0.0555,0.0326,0.0179,0.0887,0.003,0.0151,0.0025,0.0013,0.0034,0.0047,0.0079,0.0149,93.2,4.2,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
299,3C18,C/C RT155,5,3.47,2.48,0.447,0.0275,0.0251,0.0721,0.0552,0.0325,0.0174,0.0863,0.003,0.0149,0.0024,0.0014,0.0034,0.0046,0.0072,0.0183,93.183,4.22,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
300,3C18,C/C RT155,6,3.5,2.48,0.441,0.0292,0.0296,0.0721,0.0547,0.0321,0.0172,0.0893,0.002,0.0152,0.0023,0.0013,0.0033,0.0037,0.0066,0.0161,93.162,4.25,6.73,3.33,10.06,3.74,2.19,58.562,2.48,118.0,3.0,2.542372881
336,3A04,C/C RT140,1,3.44,2.5,0.463,0.0172,0.0248,0.0851,0.0709,0.042,0.0234,0.0791,0.003,0.0122,0.0021,0.0017,0.0063,0.0048,0.0062,0.005,93.206,4.19,6.86,3.320000171661377,10.18,3.88,2.0,56.579,2.28,108.0,2.0,1.851851852
337,3A04,C/C RT140,2,3.36,2.44,0.463,0.0176,0.0228,0.0909,0.0719,0.0415,0.0242,0.0741,0.003,0.0126,0.0021,0.0018,0.0062,0.005,0.0063,0.0016,93.338,4.09,6.86,3.320000171661377,10.18,3.88,2.0,56.579,2.28,108.0,2.0,1.851851852
338,3A04,C/C RT140,3,3.34,2.42,0.461,0.0182,0.0241,0.0911,0.0716,0.0417,0.0235,0.0734,0.002,0.0122,0.0018,0.0017,0.0058,0.0047,0.0062,0.0,93.397,4.06,6.86,3.320000171661377,10.18,3.88,2.0,56.579,2.28,108.0,2.0,1.851851852
339,3A04,C/C RT140,4,3.41,2.5,0.465,0.0174,0.0247,0.0906,0.0719,0.0413,0.0242,0.0799,0.003,0.0125,0.002,0.0018,0.0062,0.0048,0.0056,0.0,93.226,4.16,6.86,3.320000171661377,10.18,3.88,2.0,56.579,2.28,108.0,2.0,1.851851852
340,3A04,C/C RT140,5,3.38,2.45,0.46,0.0182,0.0241,0.0929,0.0714,0.0418,0.0238,0.0797,0.003,0.0123,0.0017,0.0018,0.006,0.0052,0.0054,0.0,93.315,4.12,6.86,3.320000171661377,10.18,3.88,2.0,56.579,2.28,108.0,2.0,1.851851852
341,3A04,C/C RT140,6,3.35,2.47,0.46,0.0179,0.0253,0.0924,0.0715,0.0415,0.0237,0.0802,0.002,0.0123,0.0017,0.0018,0.006,0.0052,0.0053,0.0,93.318,4.1,6.86,3.320000171661377,10.18,3.88,2.0,56.579,2.28,108.0,2.0,1.851851852
342,3A05,C/C RT140,1,3.48,2.46,0.42,0.017,0.0276,0.0729,0.059,0.0268,0.0179,0.09,0.004,0.0178,0.0034,0.0018,0.0066,0.0044,0.0063,0.0,93.137,4.22,6.67,3.3999996185302734,10.07,3.53,1.94,56.579,2.28,116.0,2.0,1.724137931
343,3A05,C/C RT140,2,3.48,2.49,0.419,0.0165,0.0257,0.0773,0.0597,0.0276,0.0179,0.0883,0.003,0.0167,0.003,0.0018,0.0066,0.0045,0.0059,0.0005,93.155,4.23,6.67,3.3999996185302734,10.07,3.53,1.94,56.579,2.28,116.0,2.0,1.724137931
344,3A05,C/C RT140,3,3.46,2.49,0.424,0.016,0.0258,0.0779,0.0597,0.0276,0.018,0.0894,0.003,0.0166,0.0027,0.0018,0.0066,0.0045,0.007,0.0025,93.178,4.21,6.67,3.3999996185302734,10.07,3.53,1.94,56.579,2.28,116.0,2.0,1.724137931
345,3A05,C/C RT140,4,3.48,2.5,0.42,0.0164,0.025,0.0778,0.059,0.0275,0.0177,0.0889,0.003,0.0164,0.0025,0.0018,0.0064,0.0041,0.0059,0.0004,93.179,4.23,6.67,3.3999996185302734,10.07,3.53,1.94,56.579,2.28,116.0,2.0,1.724137931
346,3A05,C/C RT140,5,3.45,2.49,0.421,0.0161,0.0252,0.0775,0.0592,0.0276,0.0177,0.0893,0.003,0.0165,0.0024,0.0018,0.0064,0.0038,0.0055,0.0,93.222,4.2,6.67,3.3999996185302734,10.07,3.53,1.94,56.579,2.28,116.0,2.0,1.724137931
347,3A05,C/C RT140,6,3.38,2.46,0.417,0.0162,0.0248,0.0777,0.0588,0.0277,0.0172,0.0892,0.002,0.0161,0.002,0.0018,0.0062,0.0041,0.0046,0.0,93.342,4.12,6.67,3.3999996185302734,10.07,3.53,1.94,56.579,2.28,116.0,2.0,1.724137931
348,3A06,C/C RT140,1,3.46,2.47,0.436,0.0151,0.028,0.0691,0.0681,0.0364,0.0243,0.0882,0.002,0.0148,0.0023,0.0015,0.007,0.0035,0.0042,0.0,93.244,4.2,6.82,2.9599995613098145,9.78,3.45,2.25,56.579,2.28,120.0,2.0,1.666666667
349,3A06,C/C RT140,2,3.36,2.41,0.428,0.0153,0.0282,0.0702,0.0666,0.0349,0.0225,0.0821,0.003,0.0145,0.0019,0.0014,0.0066,0.0029,0.0051,0.0,93.421,4.09,6.82,2.9599995613098145,9.78,3.45,2.25,56.579,2.28,120.0,2.0,1.666666667
350,3A06,C/C RT140,3,3.4,2.46,0.428,0.0148,0.0261,0.0683,0.067,0.0351,0.0229,0.0848,0.002,0.0146,0.0018,0.0015,0.0068,0.0031,0.0049,0.0,93.334,4.14,6.82,2.9599995613098145,9.78,3.45,2.25,56.579,2.28,120.0,2.0,1.666666667
351,3A06,C/C RT140,4,3.48,2.47,0.448,0.0153,0.0213,0.0582,0.0698,0.0364,0.0243,0.0926,0.004,0.0151,0.0027,0.0015,0.0085,0.0039,0.0061,0.0073,93.197,4.22,6.82,2.9599995613098145,9.78,3.45,2.25,56.579,2.28,120.0,2.0,1.666666667
352,3A06,C/C RT140,5,3.4,2.43,0.44,0.0145,0.021,0.0604,0.0701,0.0358,0.0236,0.0896,0.003,0.0148,0.0022,0.0015,0.0079,0.0035,0.0052,0.0048,93.339,4.13,6.82,2.9599995613098145,9.78,3.45,2.25,56.579,2.28,120.0,2.0,1.666666667
353,3A06,C/C RT140,6,3.45,2.48,0.446,0.0139,0.0192,0.0599,0.0706,0.0358,0.0236,0.0907,0.004,0.0152,0.0025,0.0015,0.0084,0.0039,0.0059,0.0069,93.226,4.19,6.82,2.9599995613098145,9.78,3.45,2.25,56.579,2.28,120.0,2.0,1.666666667
354,3A09,C/C RT140,1,3.43,2.42,0.451,0.0156,0.0197,0.0905,0.068,0.034,0.0201,0.0859,0.002,0.0144,0.0022,0.0016,0.0075,0.0026,0.0054,0.0004,93.294,4.15,6.35,3.070000171661377,9.42,3.46,1.7,56.544,2.42,120.0,3.0,2.5
355,3A09,C/C RT140,2,3.38,2.43,0.465,0.015,0.0192,0.0906,0.0684,0.0334,0.0202,0.0857,0.002,0.0142,0.0018,0.0017,0.0074,0.0023,0.0044,0.0,93.327,4.11,6.35,3.070000171661377,9.42,3.46,1.7,56.544,2.42,120.0,3.0,2.5
356,3A09,C/C RT140,3,3.37,2.44,0.464,0.0147,0.0184,0.09,0.0683,0.0333,0.0202,0.0859,0.002,0.0141,0.0016,0.0017,0.0073,0.0027,0.0052,0.0,93.333,4.1,6.35,3.070000171661377,9.42,3.46,1.7,56.544,2.42,120.0,3.0,2.5
357,3A09,C/C RT140,4,3.37,2.43,0.465,0.0153,0.0197,0.0904,0.0683,0.0334,0.0203,0.087,0.002,0.0142,0.0016,0.0018,0.0073,0.0025,0.0051,0.0,93.342,4.1,6.35,3.070000171661377,9.42,3.46,1.7,56.544,2.42,120.0,3.0,2.5
358,3A09,C/C RT140,5,3.39,2.46,0.466,0.0156,0.0207,0.0917,0.0684,0.0334,0.0202,0.0877,0.002,0.0143,0.0018,0.0017,0.0074,0.003,0.006,0.0,93.289,4.13,6.35,3.070000171661377,9.42,3.46,1.7,56.544,2.42,120.0,3.0,2.5
359,3A09,C/C RT140,6,3.45,2.4,0.457,0.015,0.0183,0.091,0.0675,0.033,0.0195,0.0861,0.001,0.014,0.0016,0.0016,0.0072,0.0018,0.0043,0.0,93.309,4.17,6.35,3.070000171661377,9.42,3.46,1.7,56.544,2.42,120.0,3.0,2.5
360,3A10,C/C RT140,1,3.4,2.42,0.426,0.0121,0.0148,0.0816,0.0575,0.0386,0.0196,0.0885,0.002,0.0132,0.0017,0.0013,0.0077,0.0018,0.0044,0.0019,93.395,4.13,6.53,2.869999408721924,9.4,3.61,2.08,56.544,2.42,120.0,2.0,1.666666667
361,3A10,C/C RT140,2,3.36,2.46,0.428,0.0129,0.0179,0.084,0.0591,0.0376,0.0193,0.0845,0.002,0.0134,0.0019,0.0015,0.0076,0.0023,0.0054,0.0005,93.393,4.1,6.53,2.869999408721924,9.4,3.61,2.08,56.544,2.42,120.0,2.0,1.666666667
362,3A10,C/C RT140,3,3.39,2.48,0.428,0.0125,0.0158,0.083,0.0591,0.0374,0.0192,0.0851,0.002,0.0135,0.0018,0.0015,0.0077,0.0022,0.0048,0.0016,93.345,4.13,6.53,2.869999408721924,9.4,3.61,2.08,56.544,2.42,120.0,2.0,1.666666667
363,3A10,C/C RT140,4,3.34,2.45,0.426,0.0125,0.016,0.0831,0.0589,0.0373,0.0193,0.0831,0.002,0.0133,0.0019,0.0014,0.0075,0.0015,0.0037,0.0,93.436,4.07,6.53,2.869999408721924,9.4,3.61,2.08,56.544,2.42,120.0,2.0,1.666666667
364,3A10,C/C RT140,5,3.34,2.5,0.429,0.012,0.0153,0.083,0.059,0.037,0.0194,0.0856,0.002,0.0138,0.0018,0.0015,0.0078,0.002,0.0048,0.0013,93.366,4.1,6.53,2.869999408721924,9.4,3.61,2.08,56.544,2.42,120.0,2.0,1.666666667
365,3A10,C/C RT140,6,3.31,2.44,0.426,0.0127,0.0155,0.0844,0.0588,0.0374,0.019,0.0839,0.002,0.0133,0.0014,0.0015,0.0075,0.0019,0.0044,0.0,93.47,4.04,6.53,2.869999408721924,9.4,3.61,2.08,56.544,2.42,120.0,2.0,1.666666667
366,3A12,C/C RT140,1,3.34,2.38,0.436,0.0145,0.014,0.0559,0.0393,0.0215,0.01,0.0832,0.002,0.017,0.0016,0.0014,0.0071,0.0021,0.006,0.0,93.477,4.05,6.54,2.4800004959106445,9.02,3.39,1.99,56.544,2.23,60.0,0.0,0.0
367,3A12,C/C RT140,2,3.34,2.4,0.433,0.0145,0.0145,0.0665,0.0421,0.0236,0.0115,0.0794,0.002,0.0166,0.0014,0.0015,0.0069,0.0021,0.0042,0.0,93.471,4.06,6.54,2.4800004959106445,9.02,3.39,1.99,56.544,2.23,60.0,0.0,0.0
368,3A12,C/C RT140,3,3.33,2.41,0.432,0.0141,0.0141,0.0632,0.0417,0.0233,0.011,0.0796,0.002,0.0164,0.0015,0.0014,0.0069,0.0014,0.0048,0.0,93.489,4.05,6.54,2.4800004959106445,9.02,3.39,1.99,56.544,2.23,60.0,0.0,0.0
369,3A12,C/C RT140,4,3.33,2.42,0.433,0.0138,0.013,0.0632,0.0421,0.023,0.0111,0.076,0.001,0.0166,0.0015,0.0014,0.0071,0.0008,0.0063,0.0,93.49,4.05,6.54,2.4800004959106445,9.02,3.39,1.99,56.544,2.23,60.0,0.0,0.0
370,3A12,C/C RT140,5,3.34,2.42,0.438,0.0143,0.0138,0.0646,0.0427,0.0238,0.0117,0.0802,0.002,0.0168,0.0016,0.0015,0.0072,0.0021,0.006,0.0,93.476,4.06,6.54,2.4800004959106445,9.02,3.39,1.99,56.544,2.23,60.0,0.0,0.0
371,3A12,C/C RT140,6,3.34,2.41,0.436,0.0142,0.0141,0.0646,0.0425,0.0237,0.0116,0.0808,0.002,0.0167,0.0015,0.0015,0.0071,0.0019,0.0049,0.0,93.491,4.06,6.54,2.4800004959106445,9.02,3.39,1.99,56.544,2.23,60.0,0.0,0.0
372,3A13,C/C RT140,1,3.41,2.43,0.441,0.0158,0.0127,0.0646,0.0409,0.0198,0.0089,0.0819,0.002,0.0167,0.0023,0.0017,0.0069,0.0021,0.0068,0.0,93.413,4.13,6.54,2.9200000762939453,9.46,2.97,1.74,56.544,2.23,120.0,3.0,2.5
373,3A13,C/C RT140,2,3.47,2.45,0.46,0.0168,0.0133,0.0709,0.0431,0.0208,0.0104,0.0831,0.002,0.0167,0.0019,0.0017,0.007,0.0021,0.0054,0.0,93.3,4.2,6.54,2.9200000762939453,9.46,2.97,1.74,56.544,2.23,120.0,3.0,2.5
374,3A13,C/C RT140,3,3.45,2.46,0.457,0.0153,0.0132,0.0702,0.0424,0.0208,0.0102,0.082,0.002,0.0164,0.0017,0.0017,0.0068,0.0018,0.0056,0.0,93.32,4.19,6.54,2.9200000762939453,9.46,2.97,1.74,56.544,2.23,120.0,3.0,2.5
375,3A13,C/C RT140,4,3.45,2.48,0.461,0.0151,0.0126,0.0706,0.0427,0.021,0.0107,0.0831,0.002,0.0168,0.0018,0.0017,0.007,0.0023,0.006,0.0,93.295,4.19,6.54,2.9200000762939453,9.46,2.97,1.74,56.544,2.23,120.0,3.0,2.5
376,3A13,C/C RT140,5,3.39,2.43,0.454,0.0155,0.0124,0.0705,0.042,0.0209,0.0102,0.0814,0.002,0.0162,0.0016,0.0017,0.0066,0.0019,0.0044,0.0,93.424,4.12,6.54,2.9200000762939453,9.46,2.97,1.74,56.544,2.23,120.0,3.0,2.5
377,3A13,C/C RT140,6,3.38,2.41,0.451,0.0151,0.0134,0.0702,0.042,0.021,0.0101,0.0808,0.001,0.016,0.0012,0.0017,0.0065,0.0015,0.0045,0.0,93.456,4.1,6.54,2.9200000762939453,9.46,2.97,1.74,56.544,2.23,120.0,3.0,2.5
378,3A16,C/C RT140,1,3.43,2.42,0.455,0.0141,0.0127,0.1073,0.0359,0.0255,0.0078,0.0799,0.003,0.0129,0.0021,0.0018,0.0071,0.0025,0.0041,0.0158,93.358,4.15,6.35,3.0400004386901855,9.39,3.69,2.24,58.492,2.25,138.0,4.0,2.898550725
379,3A16,C/C RT140,2,3.37,2.5,0.448,0.0137,0.0108,0.1116,0.0373,0.0249,0.0086,0.077,0.003,0.0136,0.0021,0.0018,0.0071,0.0024,0.0056,0.0176,93.335,4.12,6.35,3.0400004386901855,9.39,3.69,2.24,58.492,2.25,138.0,4.0,2.898550725
380,3A16,C/C RT140,3,3.35,2.48,0.448,0.0132,0.0113,0.1124,0.0372,0.0251,0.0084,0.0775,0.003,0.0135,0.0021,0.0018,0.007,0.0023,0.005,0.0141,93.384,4.09,6.35,3.0400004386901855,9.39,3.69,2.24,58.492,2.25,138.0,4.0,2.898550725
381,3A16,C/C RT140,4,3.4,2.5,0.451,0.0145,0.0132,0.1141,0.0377,0.0251,0.0091,0.0805,0.003,0.0138,0.0021,0.0019,0.0072,0.0027,0.0045,0.0189,93.291,4.15,6.35,3.0400004386901855,9.39,3.69,2.24,58.492,2.25,138.0,4.0,2.898550725
382,3A16,C/C RT140,5,3.41,2.45,0.45,0.0145,0.0127,0.1131,0.0376,0.0252,0.0085,0.0783,0.003,0.0137,0.0021,0.0019,0.007,0.0021,0.0048,0.0153,93.34,4.14,6.35,3.0400004386901855,9.39,3.69,2.24,58.492,2.25,138.0,4.0,2.898550725
383,3A16,C/C RT140,6,3.42,2.46,0.449,0.0152,0.0138,0.1145,0.0379,0.0254,0.0086,0.0795,0.003,0.014,0.0025,0.0019,0.0072,0.0023,0.0043,0.017,93.312,4.16,6.35,3.0400004386901855,9.39,3.69,2.24,58.492,2.25,138.0,4.0,2.898550725
384,3A16,C/C RT140,7,3.48,2.39,0.45,0.0095,0.0124,0.1072,0.0564,0.041,0.027,0.086,0.003,0.0117,0.0025,0.0015,0.0072,0.0037,0.0049,0.0164,93.279,4.19,6.35,3.0400004386901855,9.39,3.69,2.24,58.492,2.25,138.0,4.0,2.898550725
385,3A17,C/C RT140,1,3.48,2.41,0.451,0.014,0.0183,0.0896,0.0605,0.0426,0.0289,0.0871,0.003,0.0112,0.0024,0.0013,0.0065,0.0024,0.0055,0.0184,93.257,4.2,6.73,3.1100001335144043,9.84,3.43,2.1,58.492,2.25,118.0,2.0,1.694915254
386,3A17,C/C RT140,2,3.43,2.39,0.463,0.0137,0.0184,0.0904,0.061,0.0429,0.0297,0.0889,0.003,0.0113,0.0028,0.0013,0.0063,0.0023,0.0042,0.0144,93.317,4.15,6.73,3.1100001335144043,9.84,3.43,2.1,58.492,2.25,118.0,2.0,1.694915254
387,3A17,C/C RT140,3,3.38,2.37,0.462,0.0131,0.0177,0.092,0.0611,0.0428,0.0295,0.0877,0.002,0.0112,0.0029,0.0013,0.0063,0.0025,0.0046,0.0138,93.393,4.09,6.73,3.1100001335144043,9.84,3.43,2.1,58.492,2.25,118.0,2.0,1.694915254
388,3A17,C/C RT140,4,3.37,2.37,0.46,0.0167,0.019,0.1448,0.0661,0.0329,0.0261,0.0865,0.003,0.0115,0.0034,0.0019,0.0068,0.0024,0.0055,0.008,93.347,4.08,6.73,3.1100001335144043,9.84,3.43,2.1,58.492,2.25,118.0,2.0,1.694915254
389,3A17,C/C RT140,5,3.43,2.41,0.463,0.0162,0.0187,0.149,0.067,0.0344,0.0278,0.0869,0.003,0.0118,0.003,0.0018,0.0069,0.0027,0.0054,0.0119,93.229,4.15,6.73,3.1100001335144043,9.84,3.43,2.1,58.492,2.25,118.0,2.0,1.694915254
390,3A17,C/C RT140,6,3.38,2.4,0.46,0.0157,0.0174,0.1478,0.0665,0.0343,0.0272,0.0858,0.003,0.0116,0.0027,0.0018,0.0067,0.0021,0.0055,0.0108,93.306,4.1,6.73,3.1100001335144043,9.84,3.43,2.1,58.492,2.25,118.0,2.0,1.694915254
391,3A18,C/C RT140,1,3.39,2.35,0.422,0.0185,0.0139,0.1083,0.0513,0.0245,0.0169,0.0796,0.003,0.0183,0.0031,0.0016,0.0066,0.0033,0.0095,0.013,93.312,4.1,6.54,3.020000457763672,9.56,3.5,1.73,58.492,2.29,120.0,3.0,2.5
392,3A18,C/C RT140,2,3.42,2.38,0.438,0.0182,0.014,0.1138,0.0512,0.0246,0.0166,0.0851,0.003,0.0178,0.0026,0.0017,0.0067,0.0032,0.0087,0.0123,93.264,4.13,6.54,3.020000457763672,9.56,3.5,1.73,58.492,2.29,120.0,3.0,2.5
393,3A18,C/C RT140,3,3.4,2.39,0.438,0.0173,0.0125,0.1079,0.051,0.0246,0.0164,0.0849,0.002,0.0179,0.0025,0.0016,0.0066,0.003,0.0093,0.0113,93.299,4.12,6.54,3.020000457763672,9.56,3.5,1.73,58.492,2.29,120.0,3.0,2.5
394,3A18,C/C RT140,4,3.43,2.39,0.439,0.0177,0.0134,0.1096,0.0509,0.0247,0.0164,0.0857,0.002,0.0176,0.0026,0.0016,0.0065,0.003,0.0077,0.0107,93.27,4.15,6.54,3.020000457763672,9.56,3.5,1.73,58.492,2.29,120.0,3.0,2.5
395,3A18,C/C RT140,5,3.45,2.4,0.444,0.0192,0.016,0.1126,0.0518,0.0252,0.0172,0.0873,0.003,0.018,0.0025,0.0017,0.0069,0.004,0.0096,0.0174,93.226,4.17,6.54,3.020000457763672,9.56,3.5,1.73,58.492,2.29,120.0,3.0,2.5
396,3A18,C/C RT140,6,3.39,2.38,0.441,0.0173,0.0143,0.1099,0.0515,0.0248,0.0164,0.0837,0.003,0.0177,0.0024,0.0017,0.0067,0.004,0.0081,0.0161,93.339,4.11,6.54,3.020000457763672,9.56,3.5,1.73,58.492,2.29,120.0,3.0,2.5
397,3A19,C/C RT140,1,3.45,2.37,0.449,0.0153,0.0169,0.0927,0.0654,0.0296,0.0221,0.0857,0.003,0.0117,0.0036,0.0017,0.0071,0.0036,0.0067,0.0164,93.275,4.16,6.73,3.1500000953674316,9.88,3.6,1.97,58.492,2.29,116.0,1.0,0.8620689655
398,3A19,C/C RT140,2,3.49,2.42,0.442,0.0157,0.0168,0.0954,0.0623,0.029,0.021,0.0835,0.004,0.0125,0.0046,0.0017,0.0069,0.0037,0.008,0.017,93.212,4.22,6.73,3.1500000953674316,9.88,3.6,1.97,58.492,2.29,116.0,1.0,0.8620689655
399,3A19,C/C RT140,3,3.47,2.39,0.44,0.0153,0.0175,0.0953,0.0623,0.0293,0.0209,0.0838,0.003,0.0122,0.0032,0.0017,0.0068,0.0034,0.0067,0.0128,93.278,4.18,6.73,3.1500000953674316,9.88,3.6,1.97,58.492,2.29,116.0,1.0,0.8620689655
