Part,%C,%Si,%Mn,%P,%S,%Cu,%Cr,%Ni,%Mo,%Sn,%Mg,%Ti,%Al,%B,%V,%Sb,%Nb,%Ce,%CE,%Reject
1,3.73,2.6,0.313,0.021,0.009,0.156,0.027,0.01,0.008,0.007,0.037,0.015,0.01,0.001,0.003,0,0,0,4.523,51.83
1,3.52,2.61,0.3202,0.02,0.0039,0.175,0.0279,0.0103,0.0036,0.005,0.03,0.0157,0.0071,0.0014,0.0022,0.0011,0.0074,0.0079,4.32,6.67
1,3.5,2.57,0.3182,0.02,0.0056,0.1809,0.0277,0.0104,0.0035,0.0049,0.034,0.0154,0.0068,0.0014,0.002,0.0013,0.0065,0.0078,4.28,6.67
1,3.5,2.57,0.3172,0.0204,0.0039,0.1721,0.0277,0.0101,0.0033,0.0049,0.031,0.0158,0.0071,0.0014,0.0021,0.0008,0.0071,0.0061,4.27,6.67
1,3.55,2.57,0.3182,0.0207,0.0049,0.1723,0.0277,0.0103,0.0033,0.005,0.031,0.0155,0.0072,0.0014,0.0021,0.0013,0.0074,0.0054,4.33,6.67
1,3.57,2.59,0.3197,0.0208,0.0058,0.1694,0.0277,0.0103,0.0033,0.0049,0.035,0.016,0.0076,0.0014,0.0022,0.0011,0.0069,0.0069,4.36,6.67
1,3.65,2.59,0.3227,0.0206,0.0047,0.1711,0.0277,0.0102,0.0034,0.0051,0.031,0.016,0.0076,0.0015,0.0022,0.0015,0.0074,0.0071,4.44,6.67
0,3.55,2.5,0.3316,0.0201,0.0047,0.1769,0.0278,0.0105,0.0037,0.0052,0.03,0.0166,0.0069,0.0017,0.0021,0.0017,0.0074,0.0055,4.31,67.82
0,3.57,2.48,0.3327,0.02,0.0063,0.1778,0.028,0.0104,0.0038,0.005,0.032,0.0168,0.0071,0.0017,0.0022,0.0018,0.008,0.0068,4.32,67.82
0,3.56,2.51,0.336,0.0204,0.0048,0.1799,0.0284,0.0104,0.0039,0.0052,0.03,0.0169,0.0073,0.0017,0.0023,0.0022,0.008,0.0069,4.32,67.82
0,3.59,2.48,0.3343,0.021,0.0053,0.1772,0.0282,0.0106,0.004,0.0053,0.031,0.0168,0.0071,0.0017,0.0022,0.0016,0.0078,0.0051,4.34,67.82
0,3.58,2.51,0.3373,0.0196,0.0039,0.1768,0.0286,0.0105,0.0042,0.0052,0.031,0.017,0.0072,0.0017,0.0023,0.0022,0.0078,0.0065,4.35,67.82
0,3.62,2.53,0.3382,0.0202,0.0045,0.1821,0.029,0.0106,0.0046,0.0055,0.032,0.0169,0.0074,0.0017,0.0023,0.0018,0.0081,0.007,4.39,67.82
1,3.66,2.55,0.348,0.028,0.008,0.151,0.032,0.01,0.011,0.007,0.038,0.018,0.008,0.001,0.003,0.002,0,0,4.435,10.62
1,3.6,2.53,0.348,0.03,0.008,0.153,0.032,0.011,0.011,0.007,0.038,0.017,0.007,0.001,0.003,0.002,0,0,4.37,10.62
1,3.64,2.53,0.349,0.028,0.008,0.152,0.031,0.011,0.011,0.007,0.033,0.017,0.007,0.001,0.003,0.002,0,0,4.411,10.62
1,3.63,2.53,0.349,0.03,0.01,0.154,0.032,0.011,0.01,0.007,0.038,0.017,0.009,0.001,0.003,0.002,0,0,4.401,10.62
1,3.61,2.53,0.349,0.03,0.008,0.153,0.032,0.011,0.01,0.007,0.038,0.017,0.007,0.001,0.003,0.002,0,0,4.375,10.62
1,3.62,2.54,0.348,0.03,0.008,0.155,0.032,0.011,0.011,0.007,0.041,0.017,0.008,0.001,0.003,0.002,0,0,4.398,10.62
0,3.59,2.45,0.345,0.032,0.008,0.161,0.033,0.01,0.011,0.007,0.038,0.017,0.007,0.001,0.002,0.002,0,0,4.336,1.89
0,3.57,2.44,0.345,0.031,0.009,0.161,0.033,0.011,0.011,0.007,0.037,0.017,0.007,0.001,0.002,0.002,0,0,4.316,1.89
0,3.59,2.47,0.346,0.029,0.008,0.159,0.033,0.01,0.012,0.007,0.035,0.017,0.007,0.001,0.003,0.002,0,0,4.34,1.89
0,3.55,2.44,0.346,0.031,0.008,0.16,0.033,0.01,0.011,0.007,0.038,0.017,0.008,0.001,0.002,0.002,0,0,4.291,1.89
0,3.57,2.45,0.344,0.032,0.009,0.158,0.033,0.011,0.011,0.007,0.04,0.017,0.008,0.001,0.002,0.002,0,0,4.313,1.89
0,3.52,2.45,0.345,0.031,0.008,0.15,0.033,0.01,0.011,0.007,0.038,0.017,0.007,0.001,0.002,0.001,0,0,4.271,1.89
1,3.61,2.55,0.295,0.029,0.009,0.176,0.027,0.009,0.007,0.007,0.035,0.021,0.005,0.001,0.003,0.002,0,0,4.392,4.15
1,3.55,2.56,0.294,0.028,0.008,0.175,0.027,0.009,0.007,0.007,0.035,0.021,0.006,0.001,0.003,0.001,0,0,4.335,4.15
1,3.57,2.55,0.295,0.029,0.009,0.175,0.027,0.009,0.007,0.007,0.034,0.021,0.005,0.001,0.003,0.001,0,0,4.348,4.15
1,3.65,2.62,0.297,0.028,0.008,0.172,0.027,0.009,0.008,0.007,0.034,0.022,0.006,0.001,0.003,0.002,0,0,4.451,4.15
1,3.65,2.59,0.294,0.028,0.008,0.17,0.027,0.009,0.007,0.007,0.037,0.022,0.006,0.001,0.003,0.001,0,0,4.439,4.15
1,3.62,2.58,0.293,0.029,0.009,0.159,0.027,0.009,0.007,0.007,0.038,0.021,0.006,0.001,0.003,0.001,0,0,4.416,4.15
1,3.56,2.53,0.337,0.028,0.008,0.176,0.026,0.009,0.01,0.007,0.033,0.017,0.006,0,0.003,0.001,0,0,4.331,4.15
1,3.62,2.58,0.34,0.027,0.007,0.174,0.026,0.009,0.01,0.007,0.034,0.018,0.006,0.001,0.003,0.001,0,0,4.407,4.15
1,3.66,2.6,0.341,0.027,0.008,0.174,0.026,0.009,0.011,0.007,0.034,0.018,0.006,0.001,0.003,0.001,0,0,4.453,4.15
1,3.67,2.57,0.34,0.029,0.008,0.177,0.026,0.009,0.01,0.007,0.035,0.017,0.008,0,0.003,0.001,0,0,4.448,4.15
1,3.6,2.55,0.339,0.028,0.008,0.176,0.026,0.01,0.01,0.007,0.033,0.017,0.006,0,0.003,0.001,0,0,4.375,4.15
1,3.72,2.67,0.342,0.029,0.008,0.174,0.026,0.009,0.01,0.007,0.035,0.017,0.007,0.001,0.003,0.002,0,0,4.536,4.15
0,3.54,2.53,0.326,0.023,0.007,0.162,0.024,0.009,0.008,0.006,0.031,0.018,0.006,0,0.003,0.001,0,0,4.313,3.38
0,3.52,2.5,0.325,0.024,0.008,0.165,0.024,0.009,0.007,0.006,0.034,0.018,0.006,0,0.002,0.001,0,0,4.281,3.38
0,3.57,2.53,0.327,0.023,0.007,0.163,0.025,0.009,0.008,0.006,0.036,0.018,0.007,0,0.003,0.001,0,0,4.34,3.38
0,3.54,2.51,0.325,0.024,0.008,0.162,0.024,0.009,0.007,0.006,0.035,0.018,0.007,0,0.002,0.001,0,0,4.306,3.38
0,3.57,2.47,0.326,0.025,0.008,0.164,0.024,0.009,0.007,0.006,0.031,0.018,0.006,0,0.002,0.001,0,0,4.324,3.38
0,3.51,2.48,0.327,0.024,0.009,0.165,0.025,0.009,0.007,0.006,0.032,0.018,0.007,0,0.002,0.001,0,0,4.265,3.38
1,3.54,2.43,0.332,0.025,0.008,0.172,0.026,0.009,0.008,0.006,0.032,0.018,0.006,0,0.002,0.001,0,0,4.28,4.15
1,3.56,2.46,0.335,0.025,0.009,0.171,0.026,0.009,0.008,0.006,0.033,0.018,0.007,0,0.002,0.001,0,0,4.307,4.15
1,3.69,2.49,0.343,0.023,0.008,0.173,0.026,0.01,0.009,0.006,0.039,0.019,0.007,0.001,0.003,0.003,0,0,4.447,4.15
1,3.59,2.46,0.332,0.025,0.008,0.172,0.025,0.009,0.007,0.006,0.033,0.018,0.006,0,0.002,0.001,0,0,4.335,4.15
1,3.55,2.46,0.332,0.025,0.007,0.171,0.025,0.009,0.007,0.006,0.03,0.018,0.006,0,0.002,0.001,0,0,4.295,4.15
1,3.6,2.5,0.335,0.024,0.008,0.164,0.026,0.009,0.008,0.006,0.033,0.018,0.007,0,0.002,0.001,0,0,4.365,4.15
0,3.51,2.58,0.319,0.021,0.006,0.168,0.023,0.01,0.006,0.006,0.033,0.016,0.005,0,0.002,0.001,0,0,4.222,4.41
0,3.55,2.61,0.322,0.021,0.007,0.167,0.023,0.01,0.007,0.006,0.039,0.017,0.006,0,0.002,0.001,0,0,4.26,4.41
0,3.51,2.6,0.321,0.02,0.007,0.166,0.023,0.01,0.007,0.006,0.034,0.017,0.005,0,0.002,0,0,0,4.2,4.41
0,3.54,2.57,0.32,0.021,0.007,0.169,0.023,0.01,0.007,0.006,0.035,0.016,0.006,0,0.002,0.001,0,0,4.209,4.41
0,3.52,2.61,0.324,0.02,0.006,0.168,0.023,0.01,0.007,0.006,0.033,0.017,0.006,0,0.002,0.001,0,0,4.281,4.41
0,3.55,2.6,0.325,0.021,0.007,0.169,0.023,0.01,0.007,0.006,0.034,0.017,0.005,0,0.002,0.001,0,0,4.284,4.41
1,3.57,2.56,0.335,0.022,0.009,0.176,0.024,0.01,0.007,0.006,0.037,0.017,0.006,0,0.003,0.001,0,0,4.351,2.61
1,3.52,2.55,0.332,0.022,0.007,0.175,0.023,0.009,0.007,0.006,0.033,0.017,0.006,0,0.003,0.001,0,0,4.293,2.61
1,3.55,2.55,0.338,0.022,0.008,0.175,0.024,0.01,0.007,0.006,0.035,0.017,0.006,0,0.003,0.001,0,0,4.321,2.61
1,3.62,2.66,0.343,0.022,0.007,0.175,0.024,0.01,0.008,0.006,0.039,0.018,0.007,0,0.003,0.002,0,0,4.429,2.61
1,3.66,2.67,0.34,0.022,0.008,0.173,0.025,0.009,0.008,0.006,0.04,0.018,0.007,0,0.003,0.002,0,0,4.472,2.61
1,3.74,2.67,0.342,0.023,0.01,0.172,0.025,0.01,0.009,0.006,0.04,0.018,0.008,0.001,0.003,0.002,0,0,4.554,2.61
0,3.65,2.71,0.338,0.019,0.007,0.165,0.025,0.009,0.007,0.006,0.037,0.018,0.008,0,0.003,0.001,0,0,4.475,4.41
0,3.69,2.75,0.337,0.019,0.007,0.163,0.024,0.009,0.007,0.006,0.033,0.017,0.007,0,0.003,0,0,0,4.526,4.41
0,3.6,2.68,0.336,0.019,0.007,0.166,0.025,0.009,0.007,0.006,0.034,0.017,0.007,0,0.003,0,0,0,4.416,4.41
0,3.64,2.69,0.338,0.02,0.007,0.166,0.025,0.01,0.007,0.006,0.036,0.017,0.008,0,0.003,0.001,0,0,4.458,4.41
0,3.6,2.78,0.331,0.02,0.007,0.15,0.025,0.009,0.006,0.006,0.034,0.017,0.008,0,0.003,0,0,0,4.442,4.41
0,3.67,2.71,0.338,0.021,0.008,0.164,0.025,0.01,0.007,0.006,0.037,0.017,0.008,0,0.003,0.001,0,0,4.499,4.41
0,3.6,2.78,0.331,0.02,0.007,0.149,0.025,0.009,0.006,0.006,0.034,0.017,0.008,0,0.003,0,0,0,4.442,4.41
1,3.55,2.47,0.312,0.018,0.007,0.188,0.026,0.01,0.007,0.006,0.031,0.017,0.007,0,0.003,0.001,0,0,4.244,2.61
1,3.59,2.48,0.313,0.018,0.007,0.185,0.026,0.01,0.007,0.006,0.033,0.017,0.007,0,0.003,0.001,0,0,4.347,2.61
1,3.59,2.51,0.313,0.018,0.007,0.185,0.026,0.01,0.007,0.006,0.034,0.018,0.007,0,0.003,0.001,0,0,4.356,2.61
1,3.68,2.58,0.315,0.018,0.006,0.184,0.026,0.01,0.007,0.006,0.032,0.018,0.007,0,0.003,0.002,0,0,4.466,2.61
1,3.64,2.52,0.313,0.018,0.007,0.185,0.026,0.01,0.007,0.006,0.032,0.017,0.007,0,0.003,0.001,0,0,4.407,2.61
1,3.67,2.54,0.312,0.018,0.008,0.184,0.026,0.01,0.007,0.006,0.031,0.017,0.007,0,0.003,0.001,0,0,4.449,2.61
0,3.64,2.59,0.327,0.022,0.008,0.166,0.025,0.01,0.006,0.006,0.037,0.017,0.006,0,0.003,0.001,0,0,4.426,1.93
0,3.58,2.59,0.326,0.022,0.008,0.166,0.025,0.01,0.006,0.006,0.037,0.017,0.006,0,0.003,0.001,0,0,4.365,1.93
0,3.58,2.63,0.32,0.022,0.008,0.161,0.024,0.01,0.006,0.006,0.035,0.016,0.007,0,0.003,0,0,0,4.376,1.93
0,3.62,2.59,0.325,0.022,0.008,0.166,0.025,0.01,0.006,0.006,0.036,0.017,0.007,0,0.003,0,0,0,4.403,1.93
0,3.67,2.65,0.327,0.021,0.007,0.164,0.025,0.01,0.007,0.006,0.039,0.017,0.007,0,0.003,0.001,0,0,4.477,1.93
0,3.67,2.62,0.328,0.022,0.007,0.165,0.025,0.01,0.007,0.006,0.036,0.017,0.007,0,0.003,0.001,0,0,4.464,1.93
1,3.53,2.55,0.318,0.02,0.007,0.176,0.025,0.011,0.006,0.006,0.034,0.015,0.007,0,0.003,0,0,0,4.302,1.32
1,3.61,2.62,0.32,0.02,0.007,0.176,0.025,0.011,0.006,0.007,0.037,0.016,0.007,0,0.003,0.001,0,0,4.408,1.32
1,3.61,2.6,0.319,0.02,0.011,0.175,0.025,0.011,0.006,0.006,0.038,0.015,0.007,0,0.003,0.001,0,0,4.405,1.32
1,3.62,2.64,0.318,0.019,0.007,0.173,0.025,0.01,0.007,0.007,0.035,0.016,0.007,0,0.003,0,0,0,4.424,1.32
1,3.63,2.62,0.319,0.02,0.009,0.175,0.025,0.011,0.006,0.007,0.037,0.016,0.008,0,0.003,0.001,0,0,4.423,1.32
1,3.6,2.55,0.32,0.02,0.008,0.176,0.025,0.011,0.006,0.006,0.031,0.015,0.007,0,0.003,0.001,0,0,4.378,1.32
1,3.55,2.64,0.311,0.02,0.008,0.172,0.028,0.009,0.007,0.006,0.031,0.02,0.006,0,0.003,0,0,0,4.358,1.32
1,3.53,2.69,0.308,0.02,0.007,0.166,0.028,0.008,0.007,0.005,0.031,0.02,0.007,0,0.003,0,0,0,4.35,1.32
1,3.6,2.63,0.312,0.02,0.007,0.174,0.028,0.009,0.007,0.006,0.032,0.02,0.007,0,0.003,0.001,0,0,4.406,1.32
1,3.58,2.63,0.311,0.021,0.007,0.173,0.029,0.009,0.007,0.006,0.032,0.019,0.007,0,0.003,0,0,0,4.381,1.32
1,3.58,2.61,0.311,0.021,0.008,0.172,0.029,0.009,0.007,0.006,0.034,0.019,0.007,0,0.003,0.001,0,0,4.373,1.32
1,3.56,2.62,0.312,0.021,0.008,0.163,0.028,0.009,0.007,0.006,0.034,0.019,0.008,0,0.003,0,0,0,4.353,1.32
0,3.6,2.56,0.332,0.022,0.008,0.159,0.026,0.01,0.006,0.006,0.031,0.019,0.006,0,0.003,0.001,0,0,4.382,1.93
0,3.63,2.55,0.334,0.022,0.009,0.159,0.026,0.01,0.006,0.006,0.033,0.019,0.006,0,0.003,0.001,0,0,4.404,1.93
0,3.62,2.53,0.333,0.021,0.007,0.16,0.026,0.01,0.006,0.006,0.032,0.019,0.006,0,0.003,0.001,0,0,4.392,1.93
0,3.62,2.51,0.334,0.022,0.009,0.16,0.026,0.01,0.006,0.006,0.032,0.019,0.006,0,0.003,0.001,0,0,4.38,1.93
0,3.59,2.51,0.332,0.021,0.008,0.159,0.026,0.01,0.006,0.006,0.031,0.019,0.006,0,0.003,0.001,0,0,4.353,1.93
0,3.61,2.49,0.331,0.021,0.009,0.16,0.026,0.01,0.006,0.006,0.032,0.019,0.006,0,0.003,0.001,0,0,4.366,1.93
1,3.51,2.55,0.309,0.022,0.007,0.162,0.027,0.01,0.006,0.006,0.032,0.017,0.007,0.001,0.003,0,0,0,4.288,9.72
1,3.6,2.56,0.315,0.022,0.007,0.166,0.028,0.01,0.007,0.006,0.035,0.017,0.007,0.001,0.003,0,0,0,4.379,9.72
1,3.58,2.51,0.314,0.024,0.008,0.167,0.028,0.01,0.007,0.006,0.033,0.017,0.006,0.001,0.003,0,0,0,4.345,9.72
0,3.64,2.53,0.313,0.022,0.008,0.163,0.028,0.01,0.007,0.006,0.031,0.017,0.009,0.001,0.003,0,0,0,4.41,0.52
0,3.59,2.51,0.317,0.023,0.008,0.166,0.028,0.01,0.007,0.006,0.033,0.017,0.007,0.001,0.003,0,0,0,4.354,0.52
0,3.64,2.56,0.316,0.023,0.008,0.166,0.028,0.01,0.007,0.006,0.034,0.017,0.007,0.001,0.003,0,0,0,4.424,0.52
1,3.51,2.54,0.319,0.024,0.009,0.161,0.029,0.01,0.008,0.006,0.032,0.018,0.007,0.001,0.003,0,0,0,4.285,9.72
1,3.59,2.48,0.321,0.025,0.008,0.166,0.029,0.01,0.008,0.007,0.033,0.017,0.008,0.001,0.003,0,0,0,4.342,9.72
1,3.64,2.52,0.325,0.026,0.009,0.166,0.029,0.01,0.008,0.007,0.032,0.018,0.007,0.001,0.003,0,0,0,4.403,9.72
1,3.8,2.61,0.316,0.024,0.008,0.155,0.028,0.009,0.009,0.007,0.039,0.018,0.008,0.001,0.003,0,0,0,4.618,9.72
1,3.69,2.59,0.32,0.025,0.009,0.159,0.029,0.01,0.009,0.007,0.034,0.018,0.008,0.001,0.003,0,0,0,4.481,9.72
1,3.5,2.65,0.327,0.021,0.007,0.152,0.029,0.009,0.009,0.006,0.035,0.019,0.008,0.001,0.004,0,0,0,4.287,9.72
0,3.5,2.58,0.305,0.018,0.007,0.197,0.027,0.01,0.006,0.006,0.033,0.018,0.007,0,0.003,0.001,0,0,4.286,0.52
0,3.54,2.52,0.308,0.018,0.007,0.2,0.027,0.01,0.007,0.006,0.034,0.018,0.006,0,0.003,0.001,0,0,4.254,0.52
0,3.54,2.52,0.308,0.018,0.007,0.201,0.027,0.01,0.007,0.006,0.034,0.018,0.006,0,0.003,0.001,0,0,4.254,0.52
0,3.54,2.52,0.306,0.018,0.007,0.2,0.027,0.01,0.006,0.005,0.033,0.018,0.007,0,0.003,0,0,0,4.21,0.52
1,3.59,2.63,0.308,0.016,0.006,0.194,0.027,0.009,0.007,0.006,0.035,0.019,0.007,0,0.003,0.001,0,0,4.387,9.72
1,3.53,2.55,0.307,0.017,0.007,0.198,0.027,0.01,0.007,0.006,0.035,0.018,0.007,0,0.003,0.001,0,0,4.31,9.72
1,3.53,2.54,0.306,0.018,0.007,0.197,0.027,0.01,0.007,0.006,0.035,0.018,0.007,0,0.003,0.001,0,0,4.307,9.72
0,3.65,2.58,0.309,0.019,0.007,0.177,0.031,0.01,0.007,0.006,0.037,0.019,0.007,0,0.003,0.001,0,0,4.44,0.52
0,3.69,2.62,0.307,0.016,0.007,0.173,0.031,0.01,0.007,0.006,0.035,0.019,0.007,0,0.003,0.001,0,0,4.489,0.52
0,3.64,2.58,0.304,0.017,0.009,0.172,0.031,0.009,0.007,0.005,0.034,0.019,0.007,0,0.003,0.001,0,0,4.426,0.52
0,3.74,2.61,0.308,0.018,0.007,0.173,0.031,0.01,0.007,0.006,0.036,0.019,0.008,0,0.003,0.001,0,0,4.53,0.52
0,3.69,2.57,0.308,0.018,0.008,0.17,0.03,0.01,0.007,0.006,0.033,0.019,0.007,0,0.003,0.001,0,0,4.47,0.52
0,3.78,2.62,0.311,0.017,0.007,0.158,0.03,0.01,0.007,0.006,0.034,0.019,0.007,0,0.003,0.001,0,0,4.576,0.52
1,3.65,2.72,0.32,0.017,0.006,0.179,0.046,0.01,0.007,0.006,0.036,0.016,0.007,0,0.003,0,0,0,4.479,9.72
1,3.6,2.57,0.319,0.018,0.007,0.184,0.046,0.01,0.006,0.006,0.031,0.015,0.006,0,0.003,0,0,0,4.384,9.72
1,3.53,2.54,0.32,0.017,0.007,0.184,0.046,0.01,0.006,0.006,0.03,0.015,0.006,0,0.003,0,0,0,4.298,9.72
1,3.65,2.52,0.318,0.019,0.008,0.187,0.046,0.01,0.006,0.006,0.033,0.015,0.006,0,0.003,0.001,0,0,4.417,9.72
1,3.62,2.52,0.317,0.018,0.007,0.185,0.046,0.01,0.006,0.006,0.03,0.015,0.006,0,0.003,0,0,0,4.388,9.72
1,3.68,2.61,0.317,0.018,0.007,0.182,0.045,0.01,0.006,0.006,0.034,0.015,0.006,0,0.003,0,0,0,4.476,9.72
0,3.52,2.64,0.329,0.017,0.006,0.16,0.028,0.009,0.007,0.006,0.029,0.022,0.007,0.001,0.003,0,0,0,4.127,9.56
0,3.54,2.66,0.315,0.019,0.007,0.163,0.027,0.01,0.007,0.006,0.033,0.02,0.006,0.001,0.003,0.001,0,0,4.354,9.56
0,3.68,2.72,0.318,0.019,0.007,0.162,0.027,0.01,0.007,0.006,0.035,0.021,0.007,0.001,0.003,0.002,0,0,4.507,9.56
0,3.57,2.64,0.318,0.02,0.007,0.167,0.028,0.01,0.007,0.006,0.036,0.02,0.006,0.001,0.003,0.002,0,0,4.371,9.56
0,3.6,2.65,0.319,0.02,0.008,0.166,0.028,0.01,0.007,0.006,0.036,0.02,0.007,0.001,0.003,0.002,0,0,4.405,9.56
0,3.64,2.7,0.314,0.019,0.008,0.161,0.027,0.01,0.007,0.006,0.032,0.02,0.007,0.001,0.003,0.001,0,0,4.464,9.56
1,3.55,2.68,0.312,0.021,0.008,0.166,0.027,0.01,0.006,0.006,0.033,0.019,0.006,0.001,0.003,0,0,0,4.371,12.46
1,3.69,2.79,0.313,0.019,0.006,0.165,0.028,0.01,0.007,0.007,0.033,0.02,0.006,0.001,0.003,0.002,0,0,4.538,12.46
1,3.66,2.75,0.315,0.021,0.007,0.168,0.028,0.01,0.007,0.007,0.037,0.02,0.006,0.001,0.003,0.002,0,0,4.5,12.46
1,3.62,2.71,0.315,0.02,0.008,0.17,0.028,0.01,0.007,0.006,0.033,0.02,0.008,0.001,0.003,0.001,0,0,4.451,12.46
1,3.73,2.77,0.314,0.02,0.007,0.166,0.028,0.01,0.007,0.006,0.031,0.02,0.007,0.001,0.003,0.001,0,0,4.577,12.46
1,3.67,2.8,0.312,0.02,0.007,0.164,0.027,0.009,0.006,0.006,0.032,0.02,0.007,0.001,0.003,0,0,0,4.519,12.46
0,3.51,2.51,0.305,0.021,0.008,0.198,0.026,0.01,0.006,0.006,0.034,0.021,0.007,0,0.003,0.001,0,0,4.28,9.56
0,3.54,2.54,0.308,0.021,0.008,0.198,0.026,0.01,0.006,0.006,0.034,0.021,0.007,0.001,0.003,0.002,0,0,4.316,9.56
0,3.54,2.51,0.305,0.021,0.008,0.198,0.026,0.01,0.006,0.006,0.034,0.021,0.007,0,0.003,0.001,0,0,4.303,9.56
0,3.62,2.54,0.304,0.021,0.008,0.195,0.026,0.009,0.006,0.006,0.033,0.021,0.007,0,0.003,0.001,0,0,4.39,9.56
0,3.54,2.52,0.306,0.021,0.008,0.198,0.026,0.009,0.006,0.006,0.03,0.021,0.007,0,0.003,0.001,0,0,4.309,9.56
0,3.58,2.59,0.308,0.021,0.008,0.2,0.026,0.01,0.006,0.006,0.035,0.021,0.007,0,0.003,0.001,0,0,4.366,9.56
0,3.62,2.62,0.309,0.021,0.007,0.203,0.026,0.009,0.006,0.006,0.034,0.021,0.007,0.001,0.003,0.002,0,0,4.415,9.56
1,3.58,2.51,0.306,0.021,0.008,0.188,0.027,0.01,0.006,0.006,0.033,0.02,0.007,0.001,0.002,0.001,0,0,4.351,12.46
1,3.56,2.52,0.309,0.022,0.008,0.19,0.027,0.01,0.006,0.006,0.036,0.021,0.007,0.001,0.003,0.002,0,0,4.328,12.46
1,3.61,2.6,0.304,0.022,0.007,0.186,0.026,0.01,0.006,0.006,0.037,0.02,0.007,0.001,0.002,0.001,0,0,4.407,12.46
1,3.6,2.56,0.307,0.022,0.008,0.188,0.027,0.01,0.006,0.006,0.033,0.02,0.007,0.001,0.003,0.001,0,0,4.376,12.46
1,3.6,2.53,0.307,0.022,0.008,0.19,0.027,0.01,0.006,0.006,0.035,0.02,0.007,0.001,0.003,0.002,0,0,4.373,12.46
1,3.65,2.56,0.307,0.022,0.008,0.197,0.027,0.01,0.006,0.006,0.031,0.02,0.007,0.001,0.003,0.002,0,0,4.432,12.46
0,3.5,2.69,0.328,0.02,0.007,0.176,0.026,0.008,0.006,0.005,0.037,0.021,0.007,0,0.003,0,0,0,4.303,8.22
0,3.59,2.68,0.327,0.023,0.007,0.18,0.026,0.009,0.006,0.006,0.038,0.02,0.006,0,0.003,0.001,0,0,4.405,8.22
0,3.57,2.58,0.328,0.023,0.008,0.184,0.026,0.01,0.006,0.006,0.039,0.02,0.007,0,0.003,0.002,0,0,4.354,8.22
0,3.54,2.61,0.328,0.022,0.008,0.182,0.026,0.009,0.006,0.006,0.036,0.02,0.008,0,0.003,0.001,0,0,4.335,8.22
0,3.56,2.58,0.33,0.022,0.007,0.185,0.026,0.01,0.006,0.006,0.037,0.02,0.008,0,0.003,0.002,0,0,4.346,8.22
0,3.65,2.61,0.33,0.022,0.009,0.185,0.026,0.01,0.006,0.006,0.039,0.02,0.008,0,0.003,0.002,0,0,4.446,8.22
1,3.59,2.63,0.315,0.023,0.008,0.166,0.025,0.01,0.006,0.006,0.036,0.02,0.009,0,0.003,0.001,0,0,4.392,13.43
1,3.65,2.66,0.314,0.022,0.007,0.164,0.026,0.009,0.006,0.006,0.038,0.021,0.007,0,0.003,0.001,0,0,4.458,13.43
1,3.66,2.7,0.314,0.022,0.009,0.159,0.025,0.009,0.006,0.005,0.039,0.021,0.007,0,0.003,0,0,0,4.48,13.43
1,3.56,2.63,0.31,0.022,0.008,0.161,0.025,0.009,0.006,0.005,0.035,0.02,0.006,0,0.002,0,0,0,4.368,13.43
1,3.61,2.6,0.318,0.022,0.008,0.15,0.027,0.01,0.006,0.006,0.037,0.02,0.006,0,0.003,0.002,0,0,4.408,13.43
1,3.58,2.56,0.316,0.024,0.009,0.169,0.026,0.01,0.006,0.006,0.038,0.02,0.006,0,0.003,0.002,0,0,4.359,13.43
1,3.61,2.6,0.318,0.022,0.008,0.149,0.027,0.01,0.006,0.006,0.037,0.02,0.006,0,0.003,0.002,0,0,4.408,13.43
0,3.62,2.6,0.292,0.021,0.007,0.174,0.03,0.01,0.006,0.006,0.036,0.019,0.006,0,0.003,0.001,0,0,4.416,8.22
0,3.66,2.65,0.292,0.021,0.008,0.172,0.029,0.009,0.006,0.006,0.038,0.019,0.006,0,0.003,0.001,0,0,4.469,8.22
0,3.62,2.61,0.293,0.021,0.008,0.174,0.029,0.009,0.006,0.006,0.037,0.019,0.007,0,0.003,0.001,0,0,4.416,8.22
0,3.7,2.64,0.286,0.021,0.008,0.171,0.029,0.009,0.006,0.006,0.042,0.019,0.007,0,0.003,0.001,0,0,4.506,8.22
0,3.61,2.58,0.291,0.022,0.008,0.175,0.029,0.01,0.006,0.006,0.041,0.019,0.007,0,0.003,0.001,0,0,4.399,8.22
0,3.56,2.62,0.294,0.021,0.008,0.174,0.029,0.01,0.006,0.006,0.042,0.019,0.007,0,0.003,0.001,0,0,4.364,8.22
1,3.7,2.78,0.306,0.021,0.008,0.182,0.029,0.01,0.006,0.007,0.038,0.019,0.006,0.001,0.003,0.001,0,0,4.549,13.43
1,3.66,2.71,0.303,0.021,0.009,0.182,0.029,0.01,0.006,0.006,0.037,0.019,0.006,0.001,0.003,0.001,0,0,4.49,13.43
1,3.56,2.66,0.307,0.022,0.009,0.186,0.029,0.01,0.006,0.007,0.042,0.019,0.006,0.001,0.002,0.001,0,0,4.374,13.43
1,3.64,2.73,0.302,0.02,0.008,0.18,0.029,0.009,0.006,0.006,0.037,0.019,0.006,0.001,0.003,0.001,0,0,4.474,13.43
1,3.58,2.7,0.304,0.02,0.008,0.182,0.029,0.01,0.006,0.006,0.037,0.019,0.006,0.001,0.003,0.001,0,0,4.4,13.43
1,3.59,2.67,0.304,0.022,0.008,0.183,0.029,0.01,0.006,0.006,0.037,0.019,0.006,0.001,0.002,0.001,0,0,4.404,13.43
