Part,%C,%Si,%Mn,%P,%S,%Cu,%Cr,%Ni,%Mo,%Sn,%Mg,%Ti,%Al,%B,%V,%Sb,%Nb,%Ce,%CE,%Reject
1,3.67,2.55,0.325,0.028,0.008,0.167,0.032,0.01,0.008,0.008,0.04,0.021,0.008,0.001,0.003,0,0,0,4.447,0.71
1,3.68,2.61,0.271,0.02,0.008,0.182,0.025,0.008,0.007,0.006,0.039,0.025,0.008,0,0.003,0.001,0,0,4.476,61.19
1,3.52,2.56,0.266,0.018,0.008,0.18,0.025,0.008,0.007,0.005,0.032,0.024,0.007,0,0.003,0,0,0,4.303,61.19
1,3.65,2.58,0.27,0.02,0.009,0.184,0.025,0.008,0.007,0.006,0.037,0.025,0.007,0,0.003,0.001,0,0,4.44,61.19
1,3.76,2.82,0.276,0.015,0.008,0.172,0.026,0.007,0.008,0.006,0.037,0.026,0.01,0,0.004,0,0,0,4.617,61.19
1,3.67,2.61,0.274,0.02,0.009,0.188,0.026,0.008,0.008,0.006,0.037,0.025,0.009,0,0.003,0,0,0,4.469,61.19
1,3.63,2.66,0.282,0.02,0.008,0.197,0.026,0.008,0.007,0.006,0.035,0.024,0.007,0,0.003,0,0,0,4.444,61.19
0,3.55,2.57,0.332,0.02,0.008,0.159,0.028,0.01,0.013,0.007,0.037,0.02,0.006,0.001,0.003,0.001,0,0,4.328,2.92
0,3.56,2.59,0.334,0.02,0.008,0.159,0.029,0.01,0.013,0.007,0.037,0.021,0.007,0.001,0.003,0.001,0,0,4.346,2.92
0,3.58,2.59,0.334,0.021,0.008,0.16,0.028,0.01,0.013,0.007,0.036,0.021,0.007,0.001,0.003,0.001,0,0,4.372,2.92
0,3.61,2.58,0.337,0.022,0.008,0.161,0.029,0.01,0.013,0.007,0.038,0.021,0.007,0.001,0.003,0.001,0,0,4.399,2.92
0,3.55,2.55,0.335,0.02,0.009,0.163,0.028,0.01,0.012,0.007,0.035,0.02,0.006,0.001,0.003,0.001,0,0,4.324,2.92
0,3.56,2.56,0.337,0.02,0.009,0.176,0.028,0.01,0.012,0.007,0.035,0.02,0.006,0.001,0.003,0.001,0,0,4.334,2.92
1,3.6,2.58,0.36,0.025,0.01,0.17,0.035,0.01,0.009,0.011,0.035,0.022,0.007,0.001,0.003,0.001,0,0,4.388,61.19
1,3.6,2.53,0.354,0.025,0.009,0.171,0.034,0.01,0.008,0.011,0.033,0.021,0.006,0.001,0.003,0.001,0,0,4.373,61.19
1,3.63,2.57,0.355,0.025,0.009,0.169,0.034,0.01,0.008,0.011,0.034,0.021,0.006,0.001,0.003,0.001,0,0,4.413,61.19
1,3.55,2.52,0.354,0.024,0.008,0.168,0.034,0.01,0.008,0.011,0.032,0.021,0.006,0.001,0.003,0.001,0,0,4.313,61.19
1,3.55,2.59,0.353,0.024,0.008,0.153,0.033,0.01,0.008,0.01,0.031,0.021,0.006,0.001,0.003,0,0,0,4.339,61.19
0,3.56,2.52,0.31,0.019,0.009,0.181,0.028,0.009,0.007,0.007,0.038,0.021,0.006,0.001,0.002,0.001,0,0,4.324,0.00
0,3.58,2.52,0.312,0.019,0.008,0.182,0.028,0.01,0.007,0.007,0.035,0.021,0.006,0.001,0.002,0.001,0,0,4.348,0.00
0,3.59,2.52,0.311,0.019,0.009,0.18,0.028,0.009,0.007,0.007,0.037,0.021,0.006,0.001,0.002,0.001,0,0,4.362,0.00
0,3.61,2.56,0.312,0.019,0.009,0.179,0.028,0.009,0.007,0.007,0.036,0.021,0.006,0.001,0.003,0.001,0,0,4.387,0.00
0,3.61,2.53,0.313,0.019,0.009,0.176,0.028,0.009,0.007,0.007,0.036,0.021,0.006,0.001,0.003,0,0,0,4.379,0.00
0,3.62,2.59,0.319,0.019,0.009,0.161,0.028,0.009,0.007,0.007,0.037,0.021,0.006,0.001,0.003,0.001,0,0,4.413,0.00
1,3.63,2.48,0.356,0.028,0.009,0.161,0.036,0.01,0.008,0.009,0.035,0.021,0.006,0.002,0.003,0,0,0,4.382,2.14
1,3.58,2.47,0.355,0.027,0.008,0.163,0.036,0.01,0.008,0.009,0.033,0.02,0.006,0.002,0.003,0,0,0,4.33,2.14
1,3.64,2.47,0.356,0.028,0.011,0.162,0.036,0.01,0.008,0.009,0.041,0.02,0.007,0.002,0.003,0,0,0,4.394,2.14
1,3.63,2.48,0.358,0.027,0.009,0.163,0.036,0.01,0.008,0.009,0.035,0.021,0.007,0.002,0.003,0,0,0,4.383,2.14
1,3.64,2.5,0.354,0.028,0.01,0.163,0.036,0.01,0.008,0.009,0.039,0.021,0.007,0.002,0.003,0,0,0,4.397,2.14
1,3.63,2.45,0.351,0.028,0.011,0.162,0.036,0.01,0.008,0.009,0.036,0.02,0.006,0.002,0.003,0,0,0,4.37,2.14
0,3.71,2.52,0.343,0.022,0.009,0.177,0.029,0.009,0.008,0.007,0.039,0.021,0.007,0.001,0.003,0.001,0,0,4.479,0.36
0,3.73,2.56,0.342,0.022,0.008,0.175,0.029,0.009,0.008,0.007,0.038,0.021,0.007,0.001,0.003,0.001,0,0,4.508,0.36
0,3.67,2.51,0.344,0.023,0.009,0.177,0.029,0.009,0.008,0.007,0.043,0.021,0.008,0.001,0.003,0.001,0,0,4.494,0.36
0,3.74,2.56,0.345,0.021,0.008,0.175,0.029,0.009,0.009,0.007,0.038,0.021,0.007,0.001,0.003,0.001,0,0,4.521,0.36
0,3.7,2.54,0.341,0.021,0.008,0.17,0.029,0.009,0.008,0.006,0.036,0.02,0.007,0.001,0.003,0,0,0,4.471,0.36
0,3.69,2.54,0.344,0.021,0.009,0.158,0.029,0.009,0.009,0.007,0.04,0.021,0.007,0.001,0.003,0.001,0,0,4.462,0.36
1,3.58,2.63,0.36,0.025,0.008,0.154,0.033,0.01,0.008,0.008,0.036,0.02,0.007,0.002,0.003,0,0,0,4.38,7.80
1,3.56,2.59,0.36,0.025,0.009,0.156,0.033,0.01,0.008,0.008,0.04,0.02,0.007,0.002,0.003,0,0,0,4.344,7.80
1,3.58,2.62,0.361,0.025,0.009,0.155,0.033,0.01,0.008,0.008,0.038,0.02,0.007,0.002,0.003,0.001,0,0,4.374,7.80
1,3.6,2.59,0.362,0.025,0.009,0.154,0.033,0.01,0.009,0.008,0.038,0.02,0.007,0.002,0.003,0.001,0,0,4.388,7.80
1,3.51,2.78,0.346,0.02,0.008,0.15,0.032,0.007,0.009,0.007,0.038,0.02,0.007,0.001,0.003,0,0,0,4.31,7.80
1,3.53,2.61,0.355,0.024,0.008,0.15,0.032,0.01,0.008,0.008,0.041,0.02,0.007,0.001,0.003,0.001,0,0,4.319,7.80
0,3.63,2.62,0.345,0.018,0.007,0.164,0.027,0.009,0.008,0.006,0.034,0.018,0.007,0.001,0.003,0,0,0,4.429,6.40
0,3.61,2.55,0.342,0.019,0.009,0.167,0.026,0.01,0.007,0.006,0.038,0.017,0.006,0.001,0.002,0,0,0,4.385,6.40
0,3.59,2.54,0.342,0.019,0.007,0.167,0.026,0.01,0.007,0.006,0.033,0.017,0.006,0.001,0.003,0,0,0,4.365,6.40
0,3.65,2.59,0.341,0.019,0.01,0.165,0.026,0.009,0.007,0.006,0.038,0.017,0.006,0.001,0.003,0,0,0,4.434,6.40
0,3.6,2.56,0.343,0.018,0.009,0.167,0.027,0.009,0.008,0.006,0.035,0.018,0.006,0.001,0.003,0,0,0,4.378,6.40
0,3.63,2.59,0.344,0.018,0.008,0.169,0.027,0.009,0.008,0.006,0.034,0.017,0.006,0.001,0.003,0,0,0,4.415,6.40
1,3.61,2.65,0.317,0.02,0.01,0.166,0.027,0.009,0.007,0.006,0.039,0.019,0.006,0.001,0.003,0,0,0,4.413,13.81
1,3.57,2.7,0.313,0.019,0.009,0.164,0.027,0.009,0.007,0.007,0.043,0.019,0.006,0.001,0.003,0,0,0,4.394,13.81
1,3.53,2.7,0.312,0.019,0.01,0.166,0.027,0.009,0.007,0.007,0.041,0.019,0.006,0.001,0.002,0,0,0,4.353,13.81
1,3.61,2.68,0.317,0.02,0.008,0.163,0.027,0.009,0.007,0.006,0.036,0.019,0.007,0.001,0.003,0,0,0,4.428,13.81
1,3.6,2.67,0.312,0.02,0.008,0.16,0.027,0.009,0.007,0.006,0.038,0.019,0.006,0.001,0.003,0,0,0,4.41,13.81
1,3.56,2.64,0.308,0.02,0.009,0.15,0.027,0.009,0.007,0.006,0.039,0.018,0.006,0.001,0.002,0,0,0,4.308,13.81
1,3.56,2.64,0.308,0.02,0.009,0.15,0.027,0.009,0.007,0.006,0.039,0.018,0.006,0.001,0.002,0,0,0,4.308,13.81
1,3.56,2.65,0.31,0.019,0.008,0.147,0.027,0.009,0.007,0.006,0.038,0.018,0.006,0.001,0.003,0,0,0,4.367,13.81
0,3.72,2.58,0.282,0.02,0.009,0.172,0.027,0.008,0.006,0.006,0.033,0.023,0.006,0,0.003,0,0,0,4.502,0.00
0,3.67,2.6,0.283,0.02,0.009,0.173,0.027,0.008,0.006,0.006,0.035,0.023,0.006,0.001,0.003,0,0,0,4.524,0.00
0,3.69,2.56,0.283,0.02,0.009,0.174,0.027,0.008,0.006,0.006,0.034,0.023,0.006,0.001,0.003,0,0,0,4.475,0.00
0,3.66,2.56,0.284,0.019,0.01,0.172,0.027,0.008,0.006,0.006,0.034,0.023,0.006,0.001,0.003,0,0,0,4.442,0.00
0,3.67,2.53,0.285,0.02,0.008,0.172,0.027,0.009,0.006,0.006,0.032,0.023,0.006,0.001,0.003,0,0,0,4.441,0.00
0,3.66,2.53,0.287,0.02,0.01,0.164,0.027,0.009,0.006,0.006,0.035,0.022,0.006,0,0.003,0,0,0,4.43,0.00
1,3.62,2.64,0.276,0.02,0.008,0.16,0.026,0.008,0.006,0.006,0.036,0.023,0.007,0,0.003,0,0,0,4.424,0.00
1,3.61,2.61,0.275,0.019,0.008,0.161,0.026,0.008,0.006,0.005,0.037,0.023,0.007,0,0.003,0,0,0,4.406,0.00
1,3.61,2.58,0.273,0.02,0.009,0.162,0.026,0.008,0.006,0.005,0.036,0.023,0.007,0,0.003,0,0,0,4.398,0.00
1,3.53,2.65,0.272,0.018,0.008,0.158,0.026,0.008,0.006,0.005,0.034,0.023,0.007,0,0.003,0,0,0,4.335,0.00
1,3.62,2.62,0.273,0.019,0.009,0.159,0.026,0.008,0.006,0.005,0.04,0.023,0.007,0,0.003,0,0,0,4.42,0.00
1,3.53,2.43,0.269,0.018,0.011,0.162,0.025,0.008,0.006,0.005,0.037,0.022,0.006,0,0.002,0,0,0,4.271,0.00
0,3.52,2.53,0.301,0.018,0.007,0.171,0.027,0.009,0.006,0.006,0.032,0.02,0.006,0,0.002,0,0,0,4.285,0.00
0,3.54,2.48,0.302,0.019,0.008,0.172,0.027,0.01,0.007,0.006,0.036,0.02,0.006,0,0.002,0,0,0,4.293,0.00
0,3.6,2.52,0.305,0.02,0.008,0.172,0.027,0.01,0.007,0.006,0.038,0.02,0.007,0,0.003,0,0,0,4.366,0.00
0,3.5,2.41,0.301,0.018,0.009,0.172,0.027,0.01,0.006,0.006,0.034,0.02,0.006,0,0.002,0,0,0,4.232,0.00
0,3.59,2.49,0.302,0.019,0.009,0.167,0.027,0.009,0.006,0.006,0.035,0.02,0.007,0,0.002,0,0,0,4.352,0.00
0,3.55,2.54,0.3,0.019,0.008,0.151,0.027,0.01,0.007,0.006,0.035,0.02,0.007,0,0.002,0,0,0,4.329,0.00
1,3.52,2.65,0.293,0.019,0.009,0.073,0.022,0.007,0.006,0.006,0.045,0.025,0.007,0,0.002,0,0,0,4.326,0.00
1,3.59,2.47,0.324,0.02,0.007,0.166,0.027,0.009,0.008,0.006,0.034,0.02,0.006,0,0.003,0,0,0,4.341,0.00
1,3.59,2.49,0.327,0.019,0.008,0.165,0.028,0.009,0.008,0.006,0.035,0.02,0.01,0,0.003,0,0,0,4.344,0.00
1,3.61,2.49,0.326,0.019,0.008,0.164,0.027,0.009,0.008,0.005,0.036,0.02,0.007,0,0.003,0,0,0,4.368,0.00
0,3.58,2.45,0.325,0.02,0.008,0.166,0.027,0.009,0.008,0.005,0.036,0.02,0.006,0,0.003,0,0,0,4.321,0.00
0,3.54,2.48,0.328,0.019,0.008,0.165,0.027,0.009,0.008,0.005,0.034,0.02,0.007,0,0.003,0,0,0,4.298,0.00
0,3.54,2.43,0.325,0.02,0.008,0.166,0.028,0.009,0.008,0.005,0.033,0.02,0.006,0,0.002,0,0,0,4.278,0.00
1,3.69,2.61,0.333,0.02,0.008,0.19,0.029,0.009,0.008,0.006,0.036,0.02,0.007,0.001,0.003,0,0,0,4.487,16.95
1,3.69,2.61,0.331,0.021,0.009,0.188,0.029,0.009,0.008,0.006,0.038,0.02,0.007,0.001,0.003,0,0,0,4.487,16.95
1,3.69,2.59,0.331,0.021,0.008,0.188,0.028,0.009,0.008,0.006,0.037,0.02,0.006,0.001,0.003,0,0,0,4.474,16.95
1,3.65,2.6,0.33,0.021,0.009,0.191,0.029,0.009,0.008,0.007,0.038,0.02,0.007,0.001,0.003,0,0,0,4.496,16.95
1,3.69,2.6,0.333,0.02,0.008,0.193,0.029,0.009,0.008,0.007,0.039,0.02,0.007,0.001,0.003,0,0,0,4.478,16.95
1,3.68,2.58,0.328,0.021,0.008,0.191,0.029,0.009,0.008,0.006,0.039,0.02,0.006,0.001,0.003,0,0,0,4.461,16.95
0,3.64,2.61,0.38,0.029,0.008,0.176,0.036,0.01,0.008,0.011,0.04,0.02,0.006,0.002,0.003,0,0,0,4.436,25.38
0,3.67,2.61,0.382,0.029,0.009,0.175,0.036,0.01,0.008,0.011,0.044,0.019,0.006,0.002,0.003,0,0,0,4.458,25.38
0,3.64,2.58,0.379,0.03,0.01,0.176,0.036,0.01,0.008,0.011,0.044,0.019,0.006,0.002,0.003,0,0,0,4.428,25.38
1,3.59,2.52,0.378,0.029,0.008,0.179,0.036,0.01,0.008,0.011,0.036,0.019,0.004,0.002,0.003,0,0,0,4.359,16.95
1,3.62,2.57,0.379,0.028,0.009,0.177,0.036,0.01,0.008,0.011,0.043,0.019,0.006,0.002,0.003,0,0,0,4.398,16.95
1,3.59,2.58,0.377,0.031,0.009,0.175,0.036,0.01,0.008,0.011,0.044,0.02,0.006,0.002,0.003,0,0,0,4.37,16.95
0,3.64,2.53,0.309,0.019,0.007,0.189,0.026,0.008,0.007,0.005,0.035,0.021,0.007,0,0.003,0,0,0,4.41,25.38
0,3.59,2.67,0.304,0.019,0.007,0.182,0.026,0.008,0.007,0.006,0.034,0.021,0.007,0,0.003,0,0,0,4.407,25.38
0,3.63,2.52,0.302,0.019,0.008,0.182,0.026,0.008,0.007,0.005,0.036,0.021,0.007,0,0.003,0,0,0,4.394,25.38
0,3.64,2.51,0.303,0.02,0.008,0.182,0.026,0.008,0.007,0.005,0.037,0.021,0.008,0,0.003,0,0,0,4.4,25.38
0,3.63,2.5,0.303,0.019,0.008,0.182,0.026,0.008,0.007,0.005,0.036,0.021,0.008,0,0.003,0,0,0,4.389,25.38
0,3.65,2.49,0.301,0.019,0.007,0.183,0.026,0.008,0.007,0.005,0.035,0.021,0.006,0,0.003,0,0,0,4.414,25.38
1,3.59,2.51,0.309,0.019,0.008,0.178,0.027,0.009,0.007,0.006,0.038,0.021,0.007,0,0.003,0,0,0,4.358,3.50
1,3.59,2.5,0.309,0.019,0.008,0.177,0.027,0.009,0.007,0.006,0.037,0.021,0.006,0,0.003,0,0,0,4.35,3.50
1,3.62,2.55,0.312,0.019,0.008,0.177,0.027,0.009,0.008,0.006,0.039,0.022,0.008,0,0.003,0,0,0,4.401,3.50
1,3.6,2.53,0.311,0.02,0.008,0.177,0.027,0.009,0.007,0.006,0.037,0.021,0.008,0,0.003,0,0,0,4.372,3.50
1,3.59,2.56,0.309,0.019,0.008,0.17,0.027,0.008,0.007,0.006,0.032,0.021,0.007,0,0.003,0,0,0,4.374,3.50
1,3.63,2.55,0.31,0.02,0.009,0.151,0.027,0.008,0.007,0.006,0.037,0.021,0.007,0.001,0.003,0,0,0,4.404,3.50
0,3.65,2.58,0.303,0.019,0.007,0.162,0.027,0.008,0.007,0.006,0.036,0.023,0.006,0,0.003,0,0,0,4.437,1.99
0,3.61,2.57,0.304,0.019,0.007,0.164,0.027,0.008,0.007,0.006,0.034,0.023,0.006,0,0.003,0,0,0,4.396,1.99
0,3.71,2.65,0.306,0.02,0.007,0.162,0.027,0.008,0.007,0.006,0.04,0.023,0.007,0,0.003,0.001,0,0,4.516,1.99
1,3.56,2.52,0.303,0.019,0.007,0.167,0.027,0.009,0.007,0.007,0.04,0.023,0.006,0,0.002,0.001,0,0,4.332,3.50
1,3.61,2.56,0.303,0.019,0.007,0.164,0.027,0.008,0.007,0.007,0.043,0.023,0.007,0,0.003,0,0,0,4.387,3.50
1,3.55,2.6,0.304,0.018,0.008,0.15,0.027,0.008,0.007,0.006,0.036,0.022,0.007,0,0.003,0,0,0,4.343,3.50
0,3.58,2.62,0.276,0.02,0.007,0.15,0.026,0.007,0.006,0.006,0.039,0.024,0.007,0,0.003,0,0,0,4.384,1.99
0,3.51,2.48,0.27,0.02,0.007,0.174,0.026,0.008,0.006,0.006,0.037,0.023,0.006,0,0.003,0,0,0,4.274,1.99
0,3.52,2.53,0.27,0.02,0.007,0.173,0.026,0.008,0.006,0.006,0.038,0.024,0.006,0,0.003,0,0,0,4.289,1.99
0,3.51,2.52,0.271,0.02,0.008,0.173,0.026,0.007,0.006,0.006,0.04,0.024,0.006,0,0.003,0,0,0,4.278,1.99
0,3.58,2.57,0.273,0.02,0.007,0.17,0.026,0.007,0.006,0.006,0.039,0.024,0.007,0,0.003,0,0,0,4.363,1.99
0,3.58,2.6,0.275,0.021,0.007,0.167,0.027,0.007,0.006,0.006,0.043,0.024,0.007,0,0.003,0,0,0,4.374,1.99
0,3.58,2.6,0.275,0.021,0.007,0.148,0.026,0.007,0.006,0.006,0.039,0.024,0.007,0,0.003,0,0,0,4.374,1.99
1,3.61,2.69,0.29,0.018,0.007,0.168,0.027,0.007,0.007,0.006,0.039,0.023,0.007,0,0.003,0,0,0,4.437,2.61
1,3.63,2.73,0.291,0.017,0.006,0.166,0.027,0.007,0.007,0.006,0.036,0.024,0.007,0,0.003,0,0,0,4.466,2.61
1,3.57,2.69,0.289,0.017,0.006,0.166,0.026,0.007,0.007,0.006,0.037,0.023,0.007,0,0.003,0,0,0,4.393,2.61
1,3.5,2.62,0.286,0.017,0.006,0.171,0.026,0.008,0.007,0.006,0.038,0.023,0.006,0,0.003,0,0,0,4.294,2.61
1,3.51,2.64,0.29,0.016,0.006,0.173,0.026,0.008,0.007,0.006,0.041,0.023,0.006,0,0.003,0,0,0,4.311,2.61
1,3.55,2.61,0.296,0.017,0.006,0.182,0.026,0.008,0.007,0.006,0.034,0.023,0.006,0,0.003,0,0,0,4.242,2.61
0,3.69,2.64,0.334,0.023,0.008,0.168,0.029,0.009,0.007,0.006,0.038,0.021,0.007,0.001,0.003,0,0,0,4.491,4.73
0,3.73,2.77,0.335,0.022,0.007,0.161,0.028,0.008,0.007,0.006,0.038,0.021,0.007,0.001,0.003,0,0,0,4.573,4.73
0,3.69,2.64,0.334,0.023,0.008,0.168,0.029,0.009,0.007,0.006,0.038,0.021,0.007,0.001,0.003,0,0,0,4.491,4.73
0,3.57,2.59,0.334,0.023,0.008,0.167,0.028,0.009,0.007,0.006,0.037,0.02,0.006,0.001,0.003,0,0,0,4.362,4.73
1,3.63,2.61,0.336,0.023,0.008,0.17,0.029,0.01,0.007,0.006,0.037,0.02,0.007,0.001,0.003,0,0,0,4.426,2.61
1,3.54,2.6,0.335,0.023,0.007,0.169,0.029,0.01,0.007,0.006,0.033,0.02,0.007,0.001,0.003,0,0,0,4.337,2.61
1,3.68,2.6,0.335,0.024,0.01,0.169,0.029,0.01,0.007,0.006,0.041,0.02,0.007,0.001,0.003,0,0,0,4.469,2.61
1,3.51,2.47,0.294,0.02,0.007,0.168,0.027,0.01,0.007,0.006,0.034,0.022,0.006,0,0.003,0.001,0,0,4.217,26.32
1,3.64,2.55,0.297,0.021,0.007,0.167,0.026,0.009,0.007,0.006,0.041,0.024,0.007,0,0.003,0.001,0,0,4.415,26.32
1,3.64,2.62,0.295,0.02,0.007,0.162,0.026,0.008,0.007,0.006,0.038,0.023,0.007,0,0.003,0,0,0,4.444,26.32
1,3.59,2.5,0.296,0.02,0.008,0.167,0.026,0.009,0.007,0.006,0.036,0.023,0.007,0,0.003,0.001,0,0,4.352,26.32
1,3.64,2.5,0.297,0.021,0.008,0.169,0.026,0.009,0.006,0.005,0.036,0.022,0.007,0,0.003,0,0,0,4.405,26.32
1,3.63,2.59,0.308,0.02,0.007,0.176,0.026,0.008,0.007,0.005,0.035,0.023,0.008,0,0.003,0,0,0,4.415,26.32
0,3.52,2.5,0.33,0.019,0.007,0.187,0.027,0.005,0.008,0.008,0.034,0.021,0.006,0.001,0.003,0,0,0,4.074,2.33
0,3.51,2.54,0.33,0.02,0.008,0.186,0.027,0.005,0.008,0.008,0.036,0.021,0.006,0.001,0.003,0,0,0,4.28,2.33
0,3.58,2.59,0.335,0.02,0.007,0.186,0.027,0.005,0.008,0.008,0.038,0.021,0.007,0.001,0.003,0,0,0,4.362,2.33
1,3.63,2.59,0.335,0.02,0.008,0.184,0.027,0.005,0.008,0.008,0.038,0.021,0.006,0.001,0.003,0,0,0,4.42,4.17
1,3.65,2.72,0.332,0.019,0.007,0.174,0.026,0.004,0.009,0.008,0.037,0.022,0.007,0.001,0.003,0,0,0,4.482,4.17
1,3.68,2.68,0.333,0.02,0.007,0.158,0.026,0.005,0.009,0.008,0.041,0.022,0.007,0.001,0.003,0,0,0,4.493,4.17
0,3.51,2.56,0.317,0.02,0.006,0.17,0.021,0.005,0.007,0.006,0.038,0.02,0.007,0,0.002,0,0,0,4.236,2.33
0,3.51,2.54,0.319,0.022,0.006,0.17,0.021,0.005,0.007,0.006,0.044,0.021,0.007,0,0.003,0,0,0,4.246,2.33
0,3.57,2.63,0.323,0.021,0.007,0.17,0.021,0.005,0.008,0.006,0.038,0.021,0.007,0,0.003,0.001,0,0,4.371,2.33
1,3.52,2.56,0.32,0.021,0.006,0.17,0.021,0.005,0.007,0.006,0.035,0.02,0.007,0,0.003,0,0,0,4.3,4.17
1,3.57,2.62,0.325,0.02,0.006,0.168,0.022,0.005,0.008,0.006,0.038,0.021,0.007,0,0.003,0.001,0,0,4.366,4.17
1,3.55,2.61,0.329,0.022,0.006,0.155,0.022,0.005,0.008,0.006,0.034,0.021,0.007,0.001,0.003,0,0,0,4.345,4.17
1,3.58,2.54,0.397,0.025,0.009,0.155,0.026,0.005,0.01,0.008,0.036,0.02,0.007,0.001,0.003,0.001,0,0,4.352,10.03
1,3.55,2.53,0.395,0.025,0.008,0.154,0.025,0.005,0.01,0.008,0.034,0.02,0.007,0.001,0.003,0.001,0,0,4.32,10.03
1,3.6,2.56,0.397,0.025,0.008,0.154,0.026,0.005,0.01,0.008,0.036,0.02,0.007,0.001,0.003,0.001,0,0,4.374,10.03
1,3.61,2.57,0.397,0.025,0.008,0.153,0.026,0.005,0.01,0.008,0.034,0.02,0.007,0.001,0.003,0.001,0,0,4.389,10.03
1,3.62,2.55,0.398,0.025,0.008,0.153,0.026,0.005,0.01,0.008,0.035,0.02,0.007,0.001,0.003,0,0,0,4.393,10.03
1,3.67,2.57,0.398,0.025,0.008,0.154,0.025,0.005,0.01,0.008,0.034,0.02,0.007,0.001,0.003,0.001,0,0,4.49,10.03
1,3.7,2.6,0.394,0.024,0.008,0.149,0.025,0.004,0.009,0.007,0.033,0.02,0.007,0.001,0.003,0,0,0,4.488,10.03
0,3.58,2.57,0.31,0.02,0.007,0.185,0.019,0.004,0.008,0.006,0.035,0.022,0.008,0,0.003,0.001,0,0,4.363,7.14
0,3.52,2.53,0.31,0.02,0.007,0.185,0.019,0.004,0.008,0.006,0.034,0.022,0.008,0,0.003,0.001,0,0,4.293,7.14
0,3.72,2.64,0.312,0.022,0.007,0.184,0.02,0.004,0.008,0.006,0.041,0.023,0.008,0,0.003,0.001,0,0,4.527,7.14
0,3.51,2.59,0.303,0.018,0.006,0.18,0.019,0.004,0.007,0.005,0.03,0.022,0.007,0,0.002,0,0,0,4.217,7.14
0,3.58,2.61,0.307,0.02,0.007,0.183,0.019,0.004,0.008,0.006,0.036,0.022,0.008,0,0.003,0,0,0,4.38,7.14
0,3.58,2.6,0.309,0.021,0.007,0.183,0.019,0.004,0.008,0.006,0.039,0.022,0.008,0,0.003,0.001,0,0,4.374,7.14
1,3.55,2.61,0.313,0.02,0.006,0.17,0.019,0.004,0.008,0.006,0.037,0.022,0.007,0,0.003,0.001,0,0,4.351,10.03
1,3.52,2.55,0.311,0.019,0.006,0.17,0.019,0.004,0.007,0.006,0.034,0.022,0.007,0,0.002,0.001,0,0,4.118,10.03
1,3.55,2.6,0.313,0.02,0.007,0.17,0.019,0.004,0.008,0.006,0.038,0.022,0.007,0,0.003,0.001,0,0,4.345,10.03
1,3.63,2.59,0.312,0.02,0.008,0.17,0.019,0.004,0.008,0.006,0.036,0.022,0.007,0,0.003,0.001,0,0,4.42,10.03
1,3.54,2.59,0.315,0.02,0.007,0.165,0.019,0.004,0.008,0.006,0.035,0.022,0.007,0,0.003,0.001,0,0,4.332,10.03
1,3.55,2.63,0.311,0.02,0.007,0.15,0.019,0.004,0.008,0.006,0.031,0.022,0.007,0,0.003,0.001,0,0,4.353,10.03
0,3.67,2.64,0.352,0.022,0.008,0.163,0.022,0.005,0.008,0.007,0.038,0.021,0.007,0.001,0.003,0.001,0,0,4.473,9.94
0,3.67,2.65,0.351,0.022,0.007,0.165,0.022,0.005,0.008,0.007,0.033,0.021,0.007,0.001,0.003,0.001,0,0,4.475,9.94
0,3.64,2.66,0.351,0.022,0.007,0.173,0.022,0.005,0.008,0.007,0.036,0.021,0.007,0.001,0.003,0.001,0,0,4.45,9.94
0,3.6,2.61,0.349,0.022,0.007,0.163,0.022,0.005,0.008,0.006,0.034,0.021,0.007,0.001,0.003,0,0,0,4.399,9.94
0,3.67,2.63,0.351,0.022,0.007,0.163,0.022,0.005,0.008,0.006,0.038,0.021,0.008,0.001,0.003,0.001,0,0,4.47,9.94
0,3.62,2.66,0.352,0.021,0.007,0.16,0.022,0.005,0.008,0.006,0.034,0.021,0.007,0.001,0.003,0,0,0,4.425,9.94
0,3.67,2.64,0.352,0.022,0.008,0.163,0.022,0.005,0.008,0.007,0.038,0.021,0.007,0.001,0.003,0.001,0,0,4.473,9.94
0,3.67,2.65,0.351,0.022,0.007,0.165,0.022,0.005,0.008,0.007,0.033,0.021,0.007,0.001,0.003,0.001,0,0,4.475,9.94
0,3.67,2.65,0.351,0.022,0.007,0.165,0.022,0.005,0.008,0.007,0.033,0.021,0.007,0.001,0.003,0.001,0,0,4.475,9.94
0,3.64,2.66,0.351,0.022,0.007,0.173,0.022,0.005,0.008,0.007,0.036,0.021,0.007,0.001,0.003,0.001,0,0,4.45,9.94
1,3.5,2.68,0.353,0.02,0.007,0.2,0.023,0.005,0.008,0.008,0.036,0.021,0.008,0.001,0.003,0.001,0,0,4.317,41.52
1,3.59,2.7,0.355,0.02,0.007,0.2,0.024,0.005,0.008,0.008,0.035,0.022,0.009,0.001,0.003,0,0,0,4.405,41.52
1,3.53,2.7,0.354,0.02,0.007,0.2,0.023,0.004,0.008,0.008,0.031,0.022,0.007,0.001,0.003,0,0,0,4.348,41.52
1,3.66,2.74,0.356,0.021,0.007,0.2,0.023,0.005,0.008,0.009,0.033,0.022,0.008,0.001,0.003,0.001,0,0,4.497,41.52
1,3.65,2.73,0.357,0.02,0.007,0.205,0.024,0.005,0.008,0.009,0.037,0.022,0.007,0.001,0.003,0.001,0,0,4.482,41.52
